campus_name,month,weekday,route_id,Violation Type,violation_count
Hostos Community College,January,Monday,BX19,MOBILE BUS STOP,46
Hostos Community College,January,Monday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,January,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,January,Saturday,BX19,MOBILE BUS LANE,24
Hostos Community College,January,Saturday,BX19,MOBILE BUS STOP,16
Hostos Community College,January,Saturday,BX6+,MOBILE BUS STOP,3
Hostos Community College,January,Saturday,BX6+,MOBILE DOUBLE PARKED,10
Hostos Community College,January,Sunday,BX19,MOBILE BUS LANE,58
Hostos Community College,January,Sunday,BX19,MOBILE BUS STOP,8
Hostos Community College,January,Sunday,BX19,MOBILE DOUBLE PARKED,12
Hostos Community College,January,Thursday,BX19,MOBILE BUS LANE,87
Hostos Community College,January,Thursday,BX19,MOBILE BUS STOP,23
Hostos Community College,January,Thursday,BX19,MOBILE DOUBLE PARKED,3
Hostos Community College,January,Thursday,BX6+,MOBILE BUS STOP,2
Hostos Community College,January,Tuesday,BX19,MOBILE BUS LANE,95
Hostos Community College,January,Tuesday,BX19,MOBILE BUS STOP,13
Hostos Community College,January,Tuesday,BX19,MOBILE DOUBLE PARKED,8
Hostos Community College,January,Tuesday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,January,Wednesday,BX19,MOBILE BUS LANE,106
Hostos Community College,January,Wednesday,BX19,MOBILE BUS STOP,26
Hostos Community College,January,Wednesday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,January,Wednesday,BX6+,MOBILE BUS STOP,2
Hostos Community College,January,Wednesday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,July,Friday,BX19,MOBILE BUS LANE,59
Hostos Community College,July,Friday,BX19,MOBILE BUS STOP,39
Hostos Community College,July,Friday,BX19,MOBILE DOUBLE PARKED,8
Hostos Community College,July,Friday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,July,Monday,BX19,MOBILE BUS LANE,44
Hostos Community College,July,Monday,BX19,MOBILE BUS STOP,41
Hostos Community College,July,Monday,BX19,MOBILE DOUBLE PARKED,11
Hostos Community College,July,Monday,BX6+,MOBILE BUS STOP,2
Hostos Community College,July,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,July,Saturday,BX19,MOBILE BUS LANE,23
Hostos Community College,July,Saturday,BX19,MOBILE BUS STOP,35
Hostos Community College,July,Saturday,BX19,MOBILE DOUBLE PARKED,12
Hostos Community College,July,Saturday,BX6+,MOBILE BUS STOP,4
Hostos Community College,July,Saturday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,July,Sunday,BX19,MOBILE BUS LANE,20
Hostos Community College,July,Sunday,BX19,MOBILE BUS STOP,34
Hostos Community College,July,Sunday,BX19,MOBILE DOUBLE PARKED,22
Hostos Community College,July,Thursday,BX19,MOBILE BUS LANE,27
Hostos Community College,July,Thursday,BX19,MOBILE BUS STOP,41
Hostos Community College,July,Thursday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,July,Thursday,BX36,MOBILE BUS STOP,2
Hostos Community College,July,Thursday,BX6+,MOBILE BUS STOP,1
Hostos Community College,July,Thursday,BX6+,MOBILE DOUBLE PARKED,5
Hostos Community College,July,Tuesday,BX19,MOBILE BUS LANE,71
Hostos Community College,July,Tuesday,BX19,MOBILE BUS STOP,55
Hostos Community College,July,Tuesday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,July,Tuesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,July,Tuesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,July,Wednesday,BX19,MOBILE BUS LANE,45
Hostos Community College,July,Wednesday,BX19,MOBILE BUS STOP,76
Hostos Community College,July,Wednesday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,June,Friday,BX19,MOBILE BUS LANE,50
Hostos Community College,June,Friday,BX19,MOBILE BUS STOP,37
Hostos Community College,June,Friday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,June,Friday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,June,Monday,BX19,MOBILE BUS LANE,68
Hostos Community College,June,Monday,BX19,MOBILE BUS STOP,27
Hostos Community College,June,Monday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,June,Saturday,BX19,MOBILE BUS LANE,33
Hostos Community College,June,Saturday,BX19,MOBILE BUS STOP,31
Hostos Community College,June,Saturday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,June,Sunday,BX19,MOBILE BUS LANE,36
Hostos Community College,June,Sunday,BX19,MOBILE BUS STOP,27
Hostos Community College,June,Sunday,BX19,MOBILE DOUBLE PARKED,13
Hostos Community College,June,Sunday,BX6+,MOBILE BUS STOP,1
Hostos Community College,June,Thursday,BX19,MOBILE BUS LANE,53
Hostos Community College,June,Thursday,BX19,MOBILE BUS STOP,39
Hostos Community College,June,Thursday,BX19,MOBILE DOUBLE PARKED,11
Hostos Community College,June,Tuesday,BX19,MOBILE BUS LANE,69
Hostos Community College,June,Tuesday,BX19,MOBILE BUS STOP,29
Hostos Community College,June,Tuesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,June,Wednesday,BX19,MOBILE BUS LANE,60
Hostos Community College,June,Wednesday,BX19,MOBILE BUS STOP,37
Hostos Community College,June,Wednesday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,June,Wednesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Friday,BX19,MOBILE BUS LANE,72
Hostos Community College,March,Friday,BX19,MOBILE BUS STOP,32
Hostos Community College,March,Friday,BX19,MOBILE DOUBLE PARKED,6
Hostos Community College,March,Friday,BX6+,MOBILE BUS STOP,2
Hostos Community College,March,Friday,BX6+,MOBILE DOUBLE PARKED,7
Hostos Community College,March,Monday,BX19,MOBILE BUS LANE,87
Hostos Community College,March,Monday,BX19,MOBILE BUS STOP,30
Hostos Community College,March,Monday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Monday,BX6+,MOBILE BUS STOP,4
Hostos Community College,March,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Saturday,BX19,MOBILE BUS LANE,32
Hostos Community College,March,Saturday,BX19,MOBILE BUS STOP,23
Hostos Community College,March,Sunday,BX19,MOBILE BUS LANE,47
Hostos Community College,March,Sunday,BX19,MOBILE BUS STOP,17
Hostos Community College,March,Sunday,BX19,MOBILE DOUBLE PARKED,10
Hostos Community College,March,Sunday,BX6+,MOBILE BUS STOP,1
Hostos Community College,March,Sunday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Thursday,BX19,MOBILE BUS LANE,100
Hostos Community College,March,Thursday,BX19,MOBILE BUS STOP,32
Hostos Community College,March,Thursday,BX6+,MOBILE BUS STOP,4
Hostos Community College,March,Thursday,BX6+,MOBILE DOUBLE PARKED,3
Hostos Community College,March,Tuesday,BX19,MOBILE BUS LANE,57
Hostos Community College,March,Tuesday,BX19,MOBILE BUS STOP,17
Hostos Community College,March,Tuesday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Tuesday,BX6+,MOBILE BUS STOP,2
Hostos Community College,March,Tuesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Wednesday,BX19,MOBILE BUS LANE,82
Hostos Community College,March,Wednesday,BX19,MOBILE BUS STOP,38
Hostos Community College,March,Wednesday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,March,Wednesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,March,Wednesday,BX6+,MOBILE DOUBLE PARKED,9
Hostos Community College,May,Friday,BX19,MOBILE BUS LANE,56
Hostos Community College,May,Friday,BX19,MOBILE BUS STOP,34
Hostos Community College,May,Friday,BX19,MOBILE DOUBLE PARKED,1
Hostos Community College,May,Monday,BX19,MOBILE BUS LANE,48
Hostos Community College,May,Monday,BX19,MOBILE BUS STOP,23
Hostos Community College,May,Monday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,May,Monday,BX6+,MOBILE BUS STOP,1
Hostos Community College,May,Monday,BX6+,MOBILE DOUBLE PARKED,6
Hostos Community College,May,Saturday,BX19,MOBILE BUS LANE,30
Hostos Community College,May,Saturday,BX19,MOBILE BUS STOP,30
Hostos Community College,May,Saturday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,May,Saturday,BX35,MOBILE DOUBLE PARKED,1
Hostos Community College,May,Saturday,BX6+,MOBILE BUS STOP,3
Hostos Community College,May,Sunday,BX19,MOBILE BUS LANE,29
Hostos Community College,May,Sunday,BX19,MOBILE BUS STOP,7
Hostos Community College,May,Sunday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,May,Sunday,BX6+,MOBILE BUS LANE,1
Hostos Community College,May,Thursday,BX19,MOBILE BUS LANE,83
Hostos Community College,May,Thursday,BX19,MOBILE BUS STOP,48
Hostos Community College,May,Thursday,BX19,MOBILE DOUBLE PARKED,4
Hostos Community College,May,Thursday,BX6+,MOBILE BUS STOP,1
Hostos Community College,May,Thursday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,May,Tuesday,BX19,MOBILE BUS LANE,58
Hostos Community College,May,Tuesday,BX19,MOBILE BUS STOP,28
Hostos Community College,May,Tuesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,May,Tuesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,May,Tuesday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,May,Wednesday,BX19,MOBILE BUS LANE,66
Hostos Community College,May,Wednesday,BX19,MOBILE BUS STOP,25
Hostos Community College,May,Wednesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,May,Wednesday,BX6+,MOBILE BUS STOP,1
Hostos Community College,May,Wednesday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,November,Friday,BX19,MOBILE BUS LANE,34
Hostos Community College,November,Friday,BX19,MOBILE BUS STOP,38
Hostos Community College,November,Friday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,November,Friday,BX6+,MOBILE BUS STOP,2
Hostos Community College,November,Friday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,November,Monday,BX19,MOBILE BUS LANE,42
Hostos Community College,November,Monday,BX19,MOBILE BUS STOP,29
Hostos Community College,November,Monday,BX19,MOBILE DOUBLE PARKED,3
Hostos Community College,November,Monday,BX36,MOBILE BUS STOP,1
Hostos Community College,November,Monday,BX6+,MOBILE BUS STOP,1
Hostos Community College,November,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,November,Saturday,BX19,MOBILE BUS LANE,21
Hostos Community College,November,Saturday,BX19,MOBILE BUS STOP,23
Hostos Community College,November,Saturday,BX19,MOBILE DOUBLE PARKED,11
Hostos Community College,November,Saturday,BX6+,MOBILE BUS STOP,2
Hostos Community College,November,Saturday,BX6+,MOBILE DOUBLE PARKED,3
Hostos Community College,November,Sunday,BX19,MOBILE BUS LANE,26
Hostos Community College,November,Sunday,BX19,MOBILE BUS STOP,22
Hostos Community College,November,Sunday,BX19,MOBILE DOUBLE PARKED,9
Hostos Community College,November,Sunday,BX6+,MOBILE BUS STOP,2
Hostos Community College,November,Sunday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,November,Thursday,BX19,MOBILE BUS LANE,58
Hostos Community College,November,Thursday,BX19,MOBILE BUS STOP,23
Hostos Community College,November,Thursday,BX19,MOBILE DOUBLE PARKED,5
Hostos Community College,November,Thursday,BX6+,MOBILE BUS STOP,6
Hostos Community College,November,Thursday,BX6+,MOBILE DOUBLE PARKED,8
Hostos Community College,November,Tuesday,BX19,MOBILE BUS LANE,42
Hostos Community College,November,Tuesday,BX19,MOBILE BUS STOP,21
Hostos Community College,November,Tuesday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,November,Tuesday,BX6+,MOBILE BUS LANE,1
Hostos Community College,November,Tuesday,BX6+,MOBILE BUS STOP,4
Hostos Community College,November,Tuesday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,November,Wednesday,BX19,MOBILE BUS LANE,57
Hostos Community College,November,Wednesday,BX19,MOBILE BUS STOP,37
Hostos Community College,November,Wednesday,BX19,MOBILE DOUBLE PARKED,4
Hostos Community College,November,Wednesday,BX6+,MOBILE BUS STOP,2
Hostos Community College,November,Wednesday,BX6+,MOBILE DOUBLE PARKED,10
Hostos Community College,October,Friday,BX19,MOBILE BUS LANE,53
Hostos Community College,October,Friday,BX19,MOBILE BUS STOP,29
Hostos Community College,October,Friday,BX19,MOBILE DOUBLE PARKED,3
Hostos Community College,October,Friday,BX6+,MOBILE DOUBLE PARKED,3
Hostos Community College,October,Monday,BX19,MOBILE BUS LANE,43
Hostos Community College,October,Monday,BX19,MOBILE BUS STOP,28
Hostos Community College,October,Monday,BX6+,MOBILE BUS STOP,5
Hostos Community College,October,Monday,BX6+,MOBILE DOUBLE PARKED,1
Hostos Community College,October,Saturday,BX19,MOBILE BUS LANE,44
Hostos Community College,October,Saturday,BX19,MOBILE BUS STOP,16
Hostos Community College,October,Saturday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,October,Sunday,BX19,MOBILE BUS LANE,33
Hostos Community College,October,Sunday,BX19,MOBILE BUS STOP,14
Hostos Community College,October,Sunday,BX19,MOBILE DOUBLE PARKED,19
Hostos Community College,October,Thursday,BX19,MOBILE BUS LANE,60
Hostos Community College,October,Thursday,BX19,MOBILE BUS STOP,42
Hostos Community College,October,Thursday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,October,Thursday,BX6+,MOBILE BUS STOP,3
Hostos Community College,October,Tuesday,BX19,MOBILE BUS LANE,61
Hostos Community College,October,Tuesday,BX19,MOBILE BUS STOP,40
Hostos Community College,October,Tuesday,BX19,MOBILE DOUBLE PARKED,5
Hostos Community College,October,Tuesday,BX6+,MOBILE BUS STOP,9
Hostos Community College,October,Tuesday,BX6+,MOBILE DOUBLE PARKED,4
Hostos Community College,October,Wednesday,BX19,MOBILE BUS LANE,47
Hostos Community College,October,Wednesday,BX19,MOBILE BUS STOP,32
Hostos Community College,October,Wednesday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,October,Wednesday,BX6+,MOBILE BUS STOP,4
Hostos Community College,October,Wednesday,BX6+,MOBILE DOUBLE PARKED,2
Hostos Community College,September,Friday,BX19,MOBILE BUS LANE,79
Hostos Community College,September,Friday,BX19,MOBILE BUS STOP,30
Hostos Community College,September,Friday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,September,Monday,BX19,MOBILE BUS LANE,40
Hostos Community College,September,Monday,BX19,MOBILE BUS STOP,25
Hostos Community College,September,Monday,BX19,MOBILE DOUBLE PARKED,4
Hostos Community College,September,Saturday,BX19,MOBILE BUS LANE,25
Hostos Community College,September,Saturday,BX19,MOBILE BUS STOP,37
Hostos Community College,September,Saturday,BX19,MOBILE DOUBLE PARKED,7
Hostos Community College,September,Sunday,BX19,MOBILE BUS LANE,33
Hostos Community College,September,Sunday,BX19,MOBILE BUS STOP,26
Hostos Community College,September,Sunday,BX19,MOBILE DOUBLE PARKED,33
Hostos Community College,September,Thursday,BX19,MOBILE BUS LANE,54
Hostos Community College,September,Thursday,BX19,MOBILE BUS STOP,23
Hostos Community College,September,Thursday,BX19,MOBILE DOUBLE PARKED,2
Hostos Community College,September,Tuesday,BX19,MOBILE BUS LANE,77
Hostos Community College,September,Tuesday,BX19,MOBILE BUS STOP,22
Hostos Community College,September,Tuesday,BX19,MOBILE DOUBLE PARKED,5
Hostos Community College,September,Wednesday,BX19,MOBILE BUS LANE,66
Hostos Community College,September,Wednesday,BX19,MOBILE BUS STOP,35
Hostos Community College,September,Wednesday,BX19,MOBILE DOUBLE PARKED,4
Hunter College,April,Friday,M101,MOBILE BUS LANE,48
Hunter College,April,Friday,M101,MOBILE BUS STOP,108
Hunter College,April,Friday,M101,MOBILE DOUBLE PARKED,2
Hunter College,April,Friday,M15+,MOBILE BUS LANE,1
Hunter College,April,Monday,M101,MOBILE BUS LANE,51
Hunter College,April,Monday,M101,MOBILE BUS STOP,77
Hunter College,April,Monday,M101,MOBILE DOUBLE PARKED,3
Hunter College,April,Monday,M15+,MOBILE BUS LANE,3
Hunter College,April,Saturday,M101,MOBILE BUS LANE,20
Hunter College,April,Saturday,M101,MOBILE BUS STOP,53
Hunter College,April,Saturday,M101,MOBILE DOUBLE PARKED,1
Hunter College,April,Sunday,M101,MOBILE BUS LANE,25
Hunter College,April,Sunday,M101,MOBILE BUS STOP,47
Hunter College,April,Sunday,M101,MOBILE DOUBLE PARKED,1
Hunter College,April,Sunday,M15+,MOBILE BUS STOP,1
Hunter College,April,Sunday,M86+,MOBILE DOUBLE PARKED,1
Hunter College,April,Thursday,M101,MOBILE BUS LANE,30
Hunter College,April,Thursday,M101,MOBILE BUS STOP,84
Hunter College,April,Thursday,M101,MOBILE DOUBLE PARKED,1
Hunter College,April,Thursday,M15+,MOBILE BUS STOP,2
Hunter College,April,Tuesday,M101,MOBILE BUS LANE,79
Hunter College,April,Tuesday,M101,MOBILE BUS STOP,111
Hunter College,April,Tuesday,M101,MOBILE DOUBLE PARKED,7
Hunter College,April,Wednesday,M101,MOBILE BUS LANE,55
Hunter College,April,Wednesday,M101,MOBILE BUS STOP,106
Hunter College,April,Wednesday,M101,MOBILE DOUBLE PARKED,3
Hunter College,April,Wednesday,M15+,MOBILE BUS LANE,2
Hunter College,April,Wednesday,M15+,MOBILE BUS STOP,3
Hunter College,August,Friday,M101,MOBILE BUS LANE,16
Hunter College,August,Friday,M101,MOBILE BUS STOP,20
Hunter College,August,Friday,M15+,MOBILE BUS STOP,3
Hunter College,August,Friday,M2,MOBILE BUS LANE,4
Hunter College,August,Friday,M2,MOBILE BUS STOP,4
Hunter College,August,Friday,M4,MOBILE BUS STOP,1
Hunter College,August,Friday,M4,MOBILE DOUBLE PARKED,3
Hunter College,August,Monday,M101,MOBILE BUS LANE,24
Hunter College,August,Monday,M101,MOBILE BUS STOP,12
Hunter College,August,Monday,M101,MOBILE DOUBLE PARKED,2
Hunter College,August,Monday,M2,MOBILE BUS LANE,4
Hunter College,August,Monday,M2,MOBILE BUS STOP,2
Hunter College,August,Monday,M4,MOBILE BUS STOP,3
Hunter College,August,Monday,M4,MOBILE DOUBLE PARKED,2
Hunter College,August,Saturday,M101,MOBILE BUS LANE,10
Hunter College,August,Saturday,M101,MOBILE BUS STOP,18
Hunter College,August,Saturday,M101,MOBILE DOUBLE PARKED,4
Hunter College,August,Saturday,M15+,MOBILE BUS LANE,2
Hunter College,August,Saturday,M2,MOBILE BUS LANE,1
Hunter College,August,Saturday,M2,MOBILE BUS STOP,4
Hunter College,August,Saturday,M4,MOBILE BUS STOP,2
Hunter College,August,Saturday,M4,MOBILE DOUBLE PARKED,3
Hunter College,August,Sunday,M101,MOBILE BUS LANE,6
Hunter College,August,Sunday,M101,MOBILE BUS STOP,17
Hunter College,August,Sunday,M15+,MOBILE BUS LANE,1
Hunter College,August,Sunday,M2,MOBILE BUS STOP,1
Hunter College,August,Sunday,M4,MOBILE BUS STOP,1
Hunter College,August,Thursday,M101,MOBILE BUS LANE,13
Hunter College,August,Thursday,M101,MOBILE BUS STOP,17
Hunter College,August,Thursday,M15+,MOBILE BUS STOP,1
Hunter College,August,Thursday,M2,MOBILE BUS STOP,1
Hunter College,August,Thursday,M4,MOBILE BUS STOP,1
Hunter College,August,Thursday,M4,MOBILE DOUBLE PARKED,2
Hunter College,August,Tuesday,M101,MOBILE BUS LANE,28
Hunter College,August,Tuesday,M101,MOBILE BUS STOP,13
Hunter College,August,Tuesday,M2,MOBILE BUS STOP,3
Hunter College,August,Tuesday,M4,MOBILE BUS STOP,1
Hunter College,August,Tuesday,M4,MOBILE DOUBLE PARKED,1
Hunter College,August,Wednesday,M101,MOBILE BUS LANE,21
Hunter College,August,Wednesday,M101,MOBILE BUS STOP,8
Hunter College,August,Wednesday,M2,MOBILE BUS STOP,7
Hunter College,August,Wednesday,M2,MOBILE DOUBLE PARKED,1
Hunter College,August,Wednesday,M4,MOBILE BUS STOP,3
Hunter College,August,Wednesday,M4,MOBILE DOUBLE PARKED,1
Hunter College,December,Friday,M101,MOBILE BUS LANE,32
Hunter College,December,Friday,M101,MOBILE BUS STOP,58
Hunter College,December,Friday,M101,MOBILE DOUBLE PARKED,4
Hunter College,December,Friday,M15+,MOBILE BUS LANE,2
Hunter College,December,Friday,M15+,MOBILE BUS STOP,1
Hunter College,December,Monday,M101,MOBILE BUS LANE,41
Hunter College,December,Monday,M101,MOBILE BUS STOP,99
Hunter College,December,Monday,M15+,MOBILE DOUBLE PARKED,1
Hunter College,December,Saturday,M101,MOBILE BUS LANE,9
Hunter College,December,Saturday,M101,MOBILE BUS STOP,32
Hunter College,December,Saturday,M101,MOBILE DOUBLE PARKED,1
Hunter College,December,Saturday,M15+,MOBILE BUS STOP,2
Hunter College,December,Sunday,M101,MOBILE BUS LANE,28
Hunter College,December,Sunday,M101,MOBILE BUS STOP,58
Hunter College,December,Sunday,M15+,MOBILE BUS STOP,3
Hunter College,December,Sunday,M15+,MOBILE DOUBLE PARKED,2
Hunter College,December,Thursday,M101,MOBILE BUS LANE,38
Hunter College,December,Thursday,M101,MOBILE BUS STOP,103
Hunter College,December,Thursday,M101,MOBILE DOUBLE PARKED,4
Hunter College,December,Thursday,M60+,MOBILE BUS STOP,1
Hunter College,December,Tuesday,M101,MOBILE BUS LANE,23
Hunter College,December,Tuesday,M101,MOBILE BUS STOP,62
Hunter College,December,Tuesday,M101,MOBILE DOUBLE PARKED,4
Hunter College,December,Wednesday,M101,MOBILE BUS LANE,33
Hunter College,December,Wednesday,M101,MOBILE BUS STOP,60
Hunter College,December,Wednesday,M101,MOBILE DOUBLE PARKED,3
Hunter College,December,Wednesday,M15+,MOBILE BUS STOP,1
Hunter College,February,Friday,M101,MOBILE BUS LANE,40
Hunter College,February,Friday,M101,MOBILE BUS STOP,67
Hunter College,February,Friday,M101,MOBILE DOUBLE PARKED,4
Hunter College,February,Friday,M15+,MOBILE BUS STOP,1
Hunter College,February,Monday,M101,MOBILE BUS LANE,36
Hunter College,February,Monday,M101,MOBILE BUS STOP,75
Hunter College,February,Monday,M101,MOBILE DOUBLE PARKED,6
Hunter College,February,Monday,M15+,MOBILE BUS STOP,2
Hunter College,February,Saturday,M101,MOBILE BUS LANE,4
Hunter College,February,Saturday,M101,MOBILE BUS STOP,18
Hunter College,February,Saturday,M15+,MOBILE BUS STOP,2
Hunter College,February,Saturday,M15+,MOBILE DOUBLE PARKED,2
Hunter College,February,Sunday,M101,MOBILE BUS LANE,14
Hunter College,February,Sunday,M101,MOBILE BUS STOP,34
Hunter College,February,Sunday,M101,MOBILE DOUBLE PARKED,3
Hunter College,February,Thursday,M101,MOBILE BUS LANE,41
Hunter College,February,Thursday,M101,MOBILE BUS STOP,69
Hunter College,February,Thursday,M101,MOBILE DOUBLE PARKED,3
Hunter College,February,Thursday,M60+,MOBILE BUS LANE,1
Hunter College,February,Tuesday,M101,MOBILE BUS LANE,38
Hunter College,February,Tuesday,M101,MOBILE BUS STOP,90
Hunter College,February,Tuesday,M101,MOBILE DOUBLE PARKED,2
Hunter College,February,Tuesday,M15+,MOBILE BUS LANE,2
Hunter College,February,Wednesday,M101,MOBILE BUS LANE,40
Hunter College,February,Wednesday,M101,MOBILE BUS STOP,68
Hunter College,February,Wednesday,M101,MOBILE DOUBLE PARKED,2
Hunter College,February,Wednesday,M15+,MOBILE BUS LANE,1
Hunter College,January,Friday,M101,MOBILE BUS LANE,39
Hunter College,January,Friday,M101,MOBILE BUS STOP,89
Hunter College,January,Friday,M101,MOBILE DOUBLE PARKED,4
Hunter College,January,Friday,M15+,MOBILE BUS STOP,1
Hunter College,January,Monday,M101,MOBILE BUS LANE,27
Hunter College,January,Monday,M101,MOBILE BUS STOP,69
Hunter College,January,Monday,M101,MOBILE DOUBLE PARKED,11
Hunter College,January,Monday,M15+,MOBILE BUS LANE,5
Hunter College,January,Monday,M15+,MOBILE BUS STOP,3
Hunter College,January,Saturday,M101,MOBILE BUS LANE,8
Hunter College,January,Saturday,M101,MOBILE BUS STOP,50
Hunter College,January,Saturday,M101,MOBILE DOUBLE PARKED,3
Hunter College,January,Saturday,M15+,MOBILE BUS STOP,2
Hunter College,January,Sunday,M101,MOBILE BUS LANE,15
Hunter College,January,Sunday,M101,MOBILE BUS STOP,27
Hunter College,January,Sunday,M15+,MOBILE BUS STOP,1
Hunter College,January,Thursday,M101,MOBILE BUS LANE,42
Hunter College,January,Thursday,M101,MOBILE BUS STOP,84
Hunter College,January,Thursday,M101,MOBILE DOUBLE PARKED,2
Hunter College,January,Thursday,M15+,MOBILE BUS LANE,2
Hunter College,January,Thursday,M15+,MOBILE BUS STOP,6
Hunter College,January,Thursday,M15+,MOBILE DOUBLE PARKED,2
Hunter College,January,Thursday,M34+,MOBILE BUS STOP,1
Hunter College,January,Tuesday,M101,MOBILE BUS LANE,36
Hunter College,January,Tuesday,M101,MOBILE BUS STOP,73
Hunter College,January,Tuesday,M101,MOBILE DOUBLE PARKED,9
Hunter College,January,Tuesday,M15+,MOBILE BUS LANE,4
Hunter College,January,Tuesday,M15+,MOBILE DOUBLE PARKED,1
Hunter College,January,Wednesday,M101,MOBILE BUS LANE,33
Hunter College,January,Wednesday,M101,MOBILE BUS STOP,86
Hunter College,January,Wednesday,M101,MOBILE DOUBLE PARKED,5
Hunter College,January,Wednesday,M15+,MOBILE BUS STOP,1
Hunter College,July,Friday,M100,MOBILE BUS STOP,2
Hunter College,July,Friday,M101,MOBILE BUS LANE,27
Hunter College,July,Friday,M101,MOBILE BUS STOP,45
Hunter College,July,Friday,M101,MOBILE DOUBLE PARKED,1
Hunter College,July,Friday,M2,MOBILE BUS LANE,7
Hunter College,July,Friday,M2,MOBILE BUS STOP,9
Hunter College,July,Friday,M2,MOBILE DOUBLE PARKED,1
Hunter College,July,Friday,M4,MOBILE BUS STOP,21
Hunter College,July,Friday,M4,MOBILE DOUBLE PARKED,16
Hunter College,July,Monday,M101,MOBILE BUS LANE,37
Hunter College,July,Monday,M101,MOBILE BUS STOP,57
Hunter College,July,Monday,M15+,MOBILE BUS STOP,1
Hunter College,July,Monday,M2,MOBILE BUS STOP,16
Hunter College,July,Monday,M4,MOBILE BUS STOP,16
Hunter College,July,Monday,M4,MOBILE DOUBLE PARKED,9
Hunter College,July,Saturday,M101,MOBILE BUS LANE,7
Hunter College,July,Saturday,M101,MOBILE BUS STOP,28
Hunter College,July,Saturday,M101,MOBILE DOUBLE PARKED,1
Hunter College,July,Saturday,M15+,MOBILE BUS LANE,1
Hunter College,July,Saturday,M2,MOBILE BUS STOP,7
Hunter College,July,Saturday,M4,MOBILE BUS STOP,9
Hunter College,July,Saturday,M4,MOBILE DOUBLE PARKED,9
Hunter College,July,Sunday,M101,MOBILE BUS LANE,19
Hunter College,July,Sunday,M101,MOBILE BUS STOP,42
Hunter College,July,Sunday,M101,MOBILE DOUBLE PARKED,1
Hunter College,July,Sunday,M15+,MOBILE BUS STOP,2
Hunter College,July,Sunday,M2,MOBILE BUS STOP,13
Hunter College,July,Sunday,M4,MOBILE BUS STOP,4
Hunter College,July,Sunday,M4,MOBILE DOUBLE PARKED,3
Hunter College,July,Thursday,M100,MOBILE DOUBLE PARKED,2
Hunter College,July,Thursday,M101,MOBILE BUS LANE,54
Hunter College,July,Thursday,M101,MOBILE BUS STOP,81
Hunter College,July,Thursday,M101,MOBILE DOUBLE PARKED,7
Hunter College,July,Thursday,M15+,MOBILE BUS STOP,3
Hunter College,July,Thursday,M2,MOBILE BUS LANE,2
Hunter College,July,Thursday,M2,MOBILE BUS STOP,25
Hunter College,July,Thursday,M2,MOBILE DOUBLE PARKED,4
